index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	8.86007	-12	0	-70.00000	 0.00000
1	5	8.85902	-11	-4	-64.16667	-23.33333
2	5	8.85796	-11	-3	-64.16667	-17.50000
3	5	8.85721	-11	-2	-64.16667	-11.66667
4	5	8.85675	-11	-1	-64.16667	-5.83333
5	5	8.8566	-11	0	-64.16667	 0.00000
6	5	8.85675	-11	1	-64.16667	 5.83333
7	5	8.85721	-11	2	-64.16667	11.66667
8	5	8.85796	-11	3	-64.16667	17.50000
9	5	8.85902	-11	4	-64.16667	23.33333
10	5	8.85888	-10	-6	-58.33333	-35.00000
11	5	8.85721	-10	-5	-58.33333	-29.16667
12	5	8.85585	-10	-4	-58.33333	-23.33333
13	5	8.85479	-10	-3	-58.33333	-17.50000
14	5	8.85404	-10	-2	-58.33333	-11.66667
15	5	8.85358	-10	-1	-58.33333	-5.83333
16	5	8.85343	-10	0	-58.33333	 0.00000
17	5	8.85358	-10	1	-58.33333	 5.83333
18	5	8.85404	-10	2	-58.33333	11.66667
19	5	8.85479	-10	3	-58.33333	17.50000
20	5	8.85585	-10	4	-58.33333	23.33333
21	5	8.85721	-10	5	-58.33333	29.16667
22	5	8.85888	-10	6	-58.33333	35.00000
23	5	8.85797	-9	-7	-52.50000	-40.83333
24	5	8.85601	-9	-6	-52.50000	-35.00000
25	5	8.85434	-9	-5	-52.50000	-29.16667
26	5	8.85298	-9	-4	-52.50000	-23.33333
27	5	8.85193	-9	-3	-52.50000	-17.50000
28	5	8.85117	-9	-2	-52.50000	-11.66667
29	5	8.85072	-9	-1	-52.50000	-5.83333
30	5	8.85057	-9	0	-52.50000	 0.00000
31	5	8.85072	-9	1	-52.50000	 5.83333
32	5	8.85117	-9	2	-52.50000	11.66667
33	5	8.85193	-9	3	-52.50000	17.50000
34	5	8.85298	-9	4	-52.50000	23.33333
35	5	8.85434	-9	5	-52.50000	29.16667
36	5	8.85601	-9	6	-52.50000	35.00000
37	5	8.85797	-9	7	-52.50000	40.83333
38	5	8.85767	-8	-8	-46.66667	-46.66667
39	5	8.8554	-8	-7	-46.66667	-40.83333
40	5	8.85344	-8	-6	-46.66667	-35.00000
41	5	8.85178	-8	-5	-46.66667	-29.16667
42	5	8.85042	-8	-4	-46.66667	-23.33333
43	5	8.84936	-8	-3	-46.66667	-17.50000
44	5	8.84861	-8	-2	-46.66667	-11.66667
45	5	8.84816	-8	-1	-46.66667	-5.83333
46	5	8.84801	-8	0	-46.66667	 0.00000
47	5	8.84816	-8	1	-46.66667	 5.83333
48	5	8.84861	-8	2	-46.66667	11.66667
49	5	8.84936	-8	3	-46.66667	17.50000
50	5	8.85042	-8	4	-46.66667	23.33333
51	5	8.85178	-8	5	-46.66667	29.16667
52	5	8.85344	-8	6	-46.66667	35.00000
53	5	8.8554	-8	7	-46.66667	40.83333
54	5	8.85767	-8	8	-46.66667	46.66667
55	5	8.85797	-7	-9	-40.83333	-52.50000
56	5	8.8554	-7	-8	-40.83333	-46.66667
57	5	8.85314	-7	-7	-40.83333	-40.83333
58	5	8.85118	-7	-6	-40.83333	-35.00000
59	5	8.84952	-7	-5	-40.83333	-29.16667
60	5	8.84816	-7	-4	-40.83333	-23.33333
61	5	8.8471	-7	-3	-40.83333	-17.50000
62	5	8.84635	-7	-2	-40.83333	-11.66667
63	5	8.8459	-7	-1	-40.83333	-5.83333
64	5	8.84575	-7	0	-40.83333	 0.00000
65	5	8.8459	-7	1	-40.83333	 5.83333
66	5	8.84635	-7	2	-40.83333	11.66667
67	5	8.8471	-7	3	-40.83333	17.50000
68	5	8.84816	-7	4	-40.83333	23.33333
69	5	8.84952	-7	5	-40.83333	29.16667
70	5	8.85118	-7	6	-40.83333	35.00000
71	5	8.85314	-7	7	-40.83333	40.83333
72	5	8.8554	-7	8	-40.83333	46.66667
73	5	8.85797	-7	9	-40.83333	52.50000
74	5	8.85888	-6	-10	-35.00000	-58.33333
75	5	8.85601	-6	-9	-35.00000	-52.50000
76	5	8.85344	-6	-8	-35.00000	-46.66667
77	5	8.85118	-6	-7	-35.00000	-40.83333
78	5	8.84922	-6	-6	-35.00000	-35.00000
79	5	8.84756	-6	-5	-35.00000	-29.16667
80	5	8.8462	-6	-4	-35.00000	-23.33333
81	5	8.84515	-6	-3	-35.00000	-17.50000
82	5	8.84439	-6	-2	-35.00000	-11.66667
83	5	8.84394	-6	-1	-35.00000	-5.83333
84	5	8.84379	-6	0	-35.00000	 0.00000
85	5	8.84394	-6	1	-35.00000	 5.83333
86	5	8.84439	-6	2	-35.00000	11.66667
87	5	8.84515	-6	3	-35.00000	17.50000
88	5	8.8462	-6	4	-35.00000	23.33333
89	5	8.84756	-6	5	-35.00000	29.16667
90	5	8.84922	-6	6	-35.00000	35.00000
91	5	8.85118	-6	7	-35.00000	40.83333
92	5	8.85344	-6	8	-35.00000	46.66667
93	5	8.85601	-6	9	-35.00000	52.50000
94	5	8.85888	-6	10	-35.00000	58.33333
95	5	8.85721	-5	-10	-29.16667	-58.33333
96	5	8.85434	-5	-9	-29.16667	-52.50000
97	5	8.85178	-5	-8	-29.16667	-46.66667
98	5	8.84952	-5	-7	-29.16667	-40.83333
99	5	8.84756	-5	-6	-29.16667	-35.00000
100	5	8.8459	-5	-5	-29.16667	-29.16667
101	5	8.84454	-5	-4	-29.16667	-23.33333
102	5	8.84349	-5	-3	-29.16667	-17.50000
103	5	8.84274	-5	-2	-29.16667	-11.66667
104	5	8.84228	-5	-1	-29.16667	-5.83333
105	5	8.84213	-5	0	-29.16667	 0.00000
106	5	8.84228	-5	1	-29.16667	 5.83333
107	5	8.84274	-5	2	-29.16667	11.66667
108	5	8.84349	-5	3	-29.16667	17.50000
109	5	8.84454	-5	4	-29.16667	23.33333
110	5	8.8459	-5	5	-29.16667	29.16667
111	5	8.84756	-5	6	-29.16667	35.00000
112	5	8.84952	-5	7	-29.16667	40.83333
113	5	8.85178	-5	8	-29.16667	46.66667
114	5	8.85434	-5	9	-29.16667	52.50000
115	5	8.85721	-5	10	-29.16667	58.33333
116	5	8.85902	-4	-11	-23.33333	-64.16667
117	5	8.85585	-4	-10	-23.33333	-58.33333
118	5	8.85298	-4	-9	-23.33333	-52.50000
119	5	8.85042	-4	-8	-23.33333	-46.66667
120	5	8.84816	-4	-7	-23.33333	-40.83333
121	5	8.8462	-4	-6	-23.33333	-35.00000
122	5	8.84454	-4	-5	-23.33333	-29.16667
123	5	8.84319	-4	-4	-23.33333	-23.33333
124	5	8.84213	-4	-3	-23.33333	-17.50000
125	5	8.84138	-4	-2	-23.33333	-11.66667
126	5	8.84093	-4	-1	-23.33333	-5.83333
127	5	8.84078	-4	0	-23.33333	 0.00000
128	5	8.84093	-4	1	-23.33333	 5.83333
129	5	8.84138	-4	2	-23.33333	11.66667
130	5	8.84213	-4	3	-23.33333	17.50000
131	5	8.84319	-4	4	-23.33333	23.33333
132	5	8.84454	-4	5	-23.33333	29.16667
133	5	8.8462	-4	6	-23.33333	35.00000
134	5	8.84816	-4	7	-23.33333	40.83333
135	5	8.85042	-4	8	-23.33333	46.66667
136	5	8.85298	-4	9	-23.33333	52.50000
137	5	8.85585	-4	10	-23.33333	58.33333
138	5	8.85902	-4	11	-23.33333	64.16667
139	5	8.85796	-3	-11	-17.50000	-64.16667
140	5	8.85479	-3	-10	-17.50000	-58.33333
141	5	8.85193	-3	-9	-17.50000	-52.50000
142	5	8.84936	-3	-8	-17.50000	-46.66667
143	5	8.8471	-3	-7	-17.50000	-40.83333
144	5	8.84515	-3	-6	-17.50000	-35.00000
145	5	8.84349	-3	-5	-17.50000	-29.16667
146	5	8.84213	-3	-4	-17.50000	-23.33333
147	5	8.84108	-3	-3	-17.50000	-17.50000
148	5	8.84033	-3	-2	-17.50000	-11.66667
149	5	8.83988	-3	-1	-17.50000	-5.83333
150	5	8.83973	-3	0	-17.50000	 0.00000
151	5	8.83988	-3	1	-17.50000	 5.83333
152	5	8.84033	-3	2	-17.50000	11.66667
153	5	8.84108	-3	3	-17.50000	17.50000
154	5	8.84213	-3	4	-17.50000	23.33333
155	5	8.84349	-3	5	-17.50000	29.16667
156	5	8.84515	-3	6	-17.50000	35.00000
157	5	8.8471	-3	7	-17.50000	40.83333
158	5	8.84936	-3	8	-17.50000	46.66667
159	5	8.85193	-3	9	-17.50000	52.50000
160	5	8.85479	-3	10	-17.50000	58.33333
161	5	8.85796	-3	11	-17.50000	64.16667
162	5	8.85721	-2	-11	-11.66667	-64.16667
163	5	8.85404	-2	-10	-11.66667	-58.33333
164	5	8.85117	-2	-9	-11.66667	-52.50000
165	5	8.84861	-2	-8	-11.66667	-46.66667
166	5	8.84635	-2	-7	-11.66667	-40.83333
167	5	8.84439	-2	-6	-11.66667	-35.00000
168	5	8.84274	-2	-5	-11.66667	-29.16667
169	5	8.84138	-2	-4	-11.66667	-23.33333
170	5	8.84033	-2	-3	-11.66667	-17.50000
171	5	8.83958	-2	-2	-11.66667	-11.66667
172	5	8.83913	-2	-1	-11.66667	-5.83333
173	5	8.83897	-2	0	-11.66667	 0.00000
174	5	8.83913	-2	1	-11.66667	 5.83333
175	5	8.83958	-2	2	-11.66667	11.66667
176	5	8.84033	-2	3	-11.66667	17.50000
177	5	8.84138	-2	4	-11.66667	23.33333
178	5	8.84274	-2	5	-11.66667	29.16667
179	5	8.84439	-2	6	-11.66667	35.00000
180	5	8.84635	-2	7	-11.66667	40.83333
181	5	8.84861	-2	8	-11.66667	46.66667
182	5	8.85117	-2	9	-11.66667	52.50000
183	5	8.85404	-2	10	-11.66667	58.33333
184	5	8.85721	-2	11	-11.66667	64.16667
185	5	8.85675	-1	-11	-5.83333	-64.16667
186	5	8.85358	-1	-10	-5.83333	-58.33333
187	5	8.85072	-1	-9	-5.83333	-52.50000
188	5	8.84816	-1	-8	-5.83333	-46.66667
189	5	8.8459	-1	-7	-5.83333	-40.83333
190	5	8.84394	-1	-6	-5.83333	-35.00000
191	5	8.84228	-1	-5	-5.83333	-29.16667
192	5	8.84093	-1	-4	-5.83333	-23.33333
193	5	8.83988	-1	-3	-5.83333	-17.50000
194	5	8.83913	-1	-2	-5.83333	-11.66667
195	5	8.83867	-1	-1	-5.83333	-5.83333
196	5	8.83852	-1	0	-5.83333	 0.00000
197	5	8.83867	-1	1	-5.83333	 5.83333
198	5	8.83913	-1	2	-5.83333	11.66667
199	5	8.83988	-1	3	-5.83333	17.50000
200	5	8.84093	-1	4	-5.83333	23.33333
201	5	8.84228	-1	5	-5.83333	29.16667
202	5	8.84394	-1	6	-5.83333	35.00000
203	5	8.8459	-1	7	-5.83333	40.83333
204	5	8.84816	-1	8	-5.83333	46.66667
205	5	8.85072	-1	9	-5.83333	52.50000
206	5	8.85358	-1	10	-5.83333	58.33333
207	5	8.85675	-1	11	-5.83333	64.16667
208	5	8.86007	0	-12	 0.00000	-70.00000
209	5	8.8566	0	-11	 0.00000	-64.16667
210	5	8.85343	0	-10	 0.00000	-58.33333
211	5	8.85057	0	-9	 0.00000	-52.50000
212	5	8.84801	0	-8	 0.00000	-46.66667
213	5	8.84575	0	-7	 0.00000	-40.83333
214	5	8.84379	0	-6	 0.00000	-35.00000
215	5	8.84213	0	-5	 0.00000	-29.16667
216	5	8.84078	0	-4	 0.00000	-23.33333
217	5	8.83973	0	-3	 0.00000	-17.50000
218	5	8.83897	0	-2	 0.00000	-11.66667
219	5	8.83852	0	-1	 0.00000	-5.83333
220	5	8.83837	0	0	 0.00000	 0.00000
221	5	8.83852	0	1	 0.00000	 5.83333
222	5	8.83897	0	2	 0.00000	11.66667
223	5	8.83973	0	3	 0.00000	17.50000
224	5	8.84078	0	4	 0.00000	23.33333
225	5	8.84213	0	5	 0.00000	29.16667
226	5	8.84379	0	6	 0.00000	35.00000
227	5	8.84575	0	7	 0.00000	40.83333
228	5	8.84801	0	8	 0.00000	46.66667
229	5	8.85057	0	9	 0.00000	52.50000
230	5	8.85343	0	10	 0.00000	58.33333
231	5	8.8566	0	11	 0.00000	64.16667
232	5	8.86007	0	12	 0.00000	70.00000
233	5	8.85675	1	-11	 5.83333	-64.16667
234	5	8.85358	1	-10	 5.83333	-58.33333
235	5	8.85072	1	-9	 5.83333	-52.50000
236	5	8.84816	1	-8	 5.83333	-46.66667
237	5	8.8459	1	-7	 5.83333	-40.83333
238	5	8.84394	1	-6	 5.83333	-35.00000
239	5	8.84228	1	-5	 5.83333	-29.16667
240	5	8.84093	1	-4	 5.83333	-23.33333
241	5	8.83988	1	-3	 5.83333	-17.50000
242	5	8.83913	1	-2	 5.83333	-11.66667
243	5	8.83867	1	-1	 5.83333	-5.83333
244	5	8.83852	1	0	 5.83333	 0.00000
245	5	8.83867	1	1	 5.83333	 5.83333
246	5	8.83913	1	2	 5.83333	11.66667
247	5	8.83988	1	3	 5.83333	17.50000
248	5	8.84093	1	4	 5.83333	23.33333
249	5	8.84228	1	5	 5.83333	29.16667
250	5	8.84394	1	6	 5.83333	35.00000
251	5	8.8459	1	7	 5.83333	40.83333
252	5	8.84816	1	8	 5.83333	46.66667
253	5	8.85072	1	9	 5.83333	52.50000
254	5	8.85358	1	10	 5.83333	58.33333
255	5	8.85675	1	11	 5.83333	64.16667
256	5	8.85721	2	-11	11.66667	-64.16667
257	5	8.85404	2	-10	11.66667	-58.33333
258	5	8.85117	2	-9	11.66667	-52.50000
259	5	8.84861	2	-8	11.66667	-46.66667
260	5	8.84635	2	-7	11.66667	-40.83333
261	5	8.84439	2	-6	11.66667	-35.00000
262	5	8.84274	2	-5	11.66667	-29.16667
263	5	8.84138	2	-4	11.66667	-23.33333
264	5	8.84033	2	-3	11.66667	-17.50000
265	5	8.83958	2	-2	11.66667	-11.66667
